vendor_id,vendor_name,industry,location,contact_person,quality_score,delivery_score,price_competitiveness,financial_rating,compliance_score,past_disputes,years_in_business,number_of_employees,annual_turnover_cr,certifications,payment_terms,registration_date,last_evaluation_date,blacklisted,overall_score,risk_category
VEN01503,Ranchi Platforms Inc,Mining Equipment,Bhubaneswar,Ramesh Chopra,87.53,86.98,93.47,90.0,81.25,0,10,1223,283.73,"ISO 9001, ISO 14001",Net 45 days,2020-12-23,2025-08-24,No,83.4865,Medium Risk
VEN01504,Star Contractors 572 & Partners,Chemical Engineering,Bhavnagar,Prakash Pandey,77.81,87.03,73.47,87.87,84.72,4,22,147,319.76,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2019-05-17,2025-06-04,No,77.961,Medium Risk
VEN01505,Shree Contractors & Sons,Paints & Coatings,Gaya,Abhishek Malhotra,75.09,72.57,60.96,65.73,60.13,5,18,132,79.13,ISO 9001,"Advance 20%, Balance 80%",2009-03-31,2025-06-25,No,64.346,High Risk
VEN01506,Pegasus Engineering & Associates,Solar Energy,Moradabad,Nitin Patel,72.17,62.25,65.18,58.01,66.77,10,17,80,97.9,None,Net 60 days,2019-10-21,2025-08-05,No,61.387,High Risk
VEN01507,Phoenix Imports & Associates,Interior Design,Amravati,Pankaj Bhatia,70.09,72.74,69.96,68.29,81.34,5,19,192,45.09,None,Net 60 days,2012-04-18,2025-01-15,No,68.1735,High Risk
VEN01508,Coimbatore Traders LLP,Glass & Glazing,Kota,Ashok Agarwal,87.57,74.61,73.25,77.31,72.13,1,17,135,15.71,ISO 9001,"Advance 20%, Balance 80%",2018-07-14,2025-07-03,No,74.0335,High Risk
VEN01509,Summit Tiruppur Constructions & Co,Textile Machinery,Durgapur,Vikram Mehta,75.05,77.52,85.26,72.59,82.5,0,14,40,26.76,None,Net 90 days,2020-08-09,2025-02-17,No,73.9485,High Risk
VEN01510,Galaxy Firozabad Exports & Associates,Construction & Infrastructure,Mangalore,Anil Sinha,59.79,75.51,61.4,69.37,63.38,5,12,53,86.06,None,Net 30 days,2016-08-10,2025-05-17,No,62.3905,High Risk
VEN01511,Amravati Engineering & Sons,HVAC Systems,Malegaon,Rajesh Kumar,85.42,74.83,80.04,73.44,85.76,0,3,67,87.0,"ISO 9001, ISO 14001",Net 60 days,2025-05-29,2025-03-06,No,75.879,Medium Risk
VEN01512,Summit Manufacturers Private Limited,Tunnel Construction,Asansol,Dinesh Bhatia,61.89,66.12,73.79,65.57,75.64,7,4,167,18.54,ISO 14001,Net 90 days,2022-08-12,2025-08-17,No,63.87499999999999,High Risk
VEN01513,India Group 505 & Associates,Roofing,Jaipur,Nikhil Kumar,71.19,61.94,76.0,73.13,74.01,10,30,113,11.55,ISO 14001,Net 30 days,2021-05-22,2025-02-04,No,66.81299999999999,High Risk
VEN01514,Durgapur Services LLP,Scaffolding,Pimpri-Chinchwad,Anil Mehta,87.33,72.62,85.89,85.7,84.88,0,22,33,94.93,ISO 9001,Net 90 days,2010-10-09,2025-11-01,No,79.112,Medium Risk
VEN01515,Beta Kochi Projects & Associates,Elevators & Lifts,Vadodara,Mohit Joshi,57.57,69.25,73.37,75.07,73.54,4,24,28,68.47,ISO 14001,Net 30 days,2008-07-08,2025-02-08,No,65.093,High Risk
VEN01516,Sun Corporation Private Limited,Road Construction,Bhopal,Gaurav Sharma,52.53,53.32,65.49,68.16,65.1,5,28,193,65.31,None,Net 30 days,1998-08-20,2025-08-17,No,56.767,High Risk
VEN01517,Vijayawada Projects Limited,Steel & Metal Fabrication,Malegaon,Abhishek Chopra,60.48,54.91,54.2,57.59,65.15,8,18,188,71.88,None,Letter of Credit,2010-03-19,2025-02-02,No,55.1225,High Risk
VEN01518,Stellar Fabricators & Associates,Cement & Concrete,Akola,Rahul Chopra,63.01,67.81,62.66,65.31,63.34,0,27,75,81.33,None,Net 90 days,2025-09-03,2025-03-18,No,61.276500000000006,High Risk
VEN01519,Excellence Indore Fabricators Inc,Wind Energy,Udaipur,Rajesh Joshi,84.66,78.83,86.81,79.35,87.93,0,9,178,412.0,ISO 9001,"Advance 20%, Balance 80%",2022-04-15,2025-07-27,No,79.012,Medium Risk
VEN01520,Sri Tiruchirappalli Constructions Limited,Petroleum Infrastructure,Jhansi,Ajay Agarwal,100.0,97.84,96.68,97.6,98.85,2,20,1405,295.87,"ISO 9001, ISO 14001",Net 60 days,2020-02-26,2025-09-27,No,93.31750000000001,Low Risk
VEN01521,Star Industries Limited,Fire Safety,Ujjain,Amit Reddy,73.55,69.37,74.51,59.94,73.32,10,10,136,46.56,None,Net 45 days,2024-12-23,2025-02-04,No,65.924,High Risk
VEN01522,National Developers & Co,Carpentry & Woodwork,Gorakhpur,Deepak Agarwal,26.7,21.42,33.98,39.32,22.22,5,5,48,8.36,None,Letter of Credit,2022-07-11,2025-04-24,No,27.002999999999997,High Risk
VEN01523,Summit Industries Inc,Heavy Equipment,Delhi,Prakash Reddy,67.94,59.79,62.75,70.13,71.74,8,16,186,14.14,None,Progress Payment,2017-06-13,2025-09-19,No,62.7425,High Risk
VEN01524,Quantum Contractors Pvt Ltd,Carpentry & Woodwork,Chandigarh,Abhishek Gupta,79.4,79.4,79.9,80.28,79.46,2,13,1802,65.23,"ISO 9001, ISO 14001",Net 30 days,2019-01-04,2025-02-04,No,75.59,Medium Risk
VEN01525,Elite Enterprises 58 & Sons,Food Processing,Madurai,Arjun Kumar,80.66,69.32,78.07,66.48,65.1,2,12,125,11.5,ISO 9001,Net 45 days,2020-10-12,2025-07-14,No,68.70049999999999,High Risk
VEN01526,Vadodara Industries Private Limited,Heavy Equipment,Mumbai,Manoj Gupta,60.99,60.33,44.42,41.61,58.54,25,26,9,6.34,None,Net 60 days,2024-07-19,2025-03-08,No,49.8295,High Risk
VEN01527,Jhansi Imports & Partners,HVAC Systems,Bhiwandi,Arjun Mishra,32.42,51.13,39.11,41.6,34.33,11,16,44,18.87,None,"Advance 20%, Balance 80%",2010-08-27,2025-03-19,No,37.117000000000004,High Risk
VEN01528,Orion Constructions Pvt Ltd,Power Transmission,Jhansi,Sachin Gupta,40.89,54.93,43.55,45.89,50.42,11,22,26,7.87,None,Letter of Credit,2015-04-27,2025-04-21,No,43.932,High Risk
VEN01529,Prime Aligarh Technologies & Co,Agricultural Machinery,Bikaner,Arjun Mehta,80.37,66.87,70.11,78.85,66.46,2,7,103,20.51,ISO 9001,Net 45 days,2020-01-13,2025-02-26,No,69.622,High Risk
VEN01530,Moon Builders LLP,IT Infrastructure,Dhanbad,Ajay Nair,80.29,92.7,79.85,93.1,84.37,1,14,877,461.79,"ISO 9001, ISO 14001",Progress Payment,2014-10-31,2025-07-08,No,81.81550000000001,Medium Risk
VEN01531,India Manufacturers Ltd,Solar Energy,Guntur,Pankaj Mehta,95.57,100.0,98.97,99.46,94.45,2,5,911,107.78,"ISO 9001, OHSAS 18001",Letter of Credit,2021-12-12,2025-10-27,No,92.6975,Low Risk
VEN01532,Pinnacle Mumbai Innovations Private Limited,Scaffolding,Delhi,Sachin Patel,73.28,83.62,80.57,85.91,76.65,3,10,89,93.84,None,Net 30 days,2019-04-07,2025-01-29,No,75.65899999999999,Medium Risk
VEN01533,Quantum Logistics & Sons,Power Transmission,Varanasi,Sanjay Malhotra,65.31,46.88,53.3,57.69,43.61,5,25,7,15.18,None,Net 60 days,2012-05-14,2025-08-15,No,51.528000000000006,High Risk
VEN01534,Paramount Manufacturers 834 Inc,Railway Infrastructure,Firozabad,Ankit Sinha,95.37,98.69,95.07,94.34,99.79,0,4,850,307.71,ISO 14001,Net 45 days,2023-06-27,2025-08-18,No,91.67750000000001,Low Risk
VEN01535,City Systems 216 Pvt Ltd,Tile & Marble,Kalyan-Dombivali,Sandeep Verma,79.84,74.43,70.86,84.28,70.43,3,7,195,20.59,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2020-01-18,2025-08-19,No,72.74549999999999,High Risk
VEN01536,Star Associates 509 & Partners,Port Development,Dhanbad,Rajesh Khanna,93.14,99.01,96.65,93.05,89.06,1,13,1568,112.66,"ISO 9001, ISO 14001",Net 45 days,2021-11-17,2025-01-12,No,89.5035,Low Risk
VEN01537,Stellar Imports LLP,Tunnel Construction,Bikaner,Ankit Kapoor,78.96,81.82,81.6,86.11,78.23,1,7,1841,54.99,ISO 14001,Net 45 days,2019-05-13,2025-05-02,No,77.2505,Medium Risk
VEN01538,Nexus Developers & Associates,Food Processing,Chennai,Ramesh Kapoor,73.15,74.28,84.87,73.53,75.68,5,9,168,89.05,ISO 14001,Net 60 days,2024-09-04,2025-03-17,No,71.682,High Risk
VEN01539,Galaxy Enterprises 186 Ltd,Automotive Components,Bhopal,Amit Shankar,70.19,66.02,70.7,62.69,70.75,5,26,116,32.72,ISO 14001,Net 90 days,2021-09-07,2025-10-27,No,64.25699999999999,High Risk
VEN01540,Stellar Raipur Platforms & Sons,Landscaping,Tirunelveli,Rohan Chopra,46.12,43.16,49.28,53.28,36.18,18,7,49,8.48,None,Net 90 days,2019-06-23,2025-03-29,No,42.737,High Risk
VEN01541,Premier Ventures Inc,Roofing,Saharanpur,Rohan Chopra,84.84,81.37,90.45,79.47,82.15,2,3,1297,205.72,"ISO 9001, ISO 14001",Letter of Credit,2024-04-08,2025-09-08,No,79.16800000000002,Medium Risk
VEN01542,Prime Technologies LLP,Solar Energy,Delhi,Abhishek Shankar,79.65,80.32,82.71,80.82,84.05,0,10,679,132.54,ISO 14001,"Advance 20%, Balance 80%",2024-03-08,2025-10-31,No,77.1545,Medium Risk
VEN01543,India Constructions Inc,Airport Construction,Mysore,Rahul Shankar,67.71,71.91,74.82,68.94,75.28,5,20,166,96.01,None,Progress Payment,2015-02-22,2025-08-16,No,67.3625,High Risk
VEN01544,Summit Associates Limited,Elevators & Lifts,Bhavnagar,Sachin Khanna,59.05,56.15,68.93,57.78,71.44,5,15,66,48.91,None,"Advance 20%, Balance 80%",2022-01-18,2025-11-09,No,58.354000000000006,High Risk
VEN01545,Nova Systems 918 & Partners,Textile Machinery,Navi Mumbai,Rohan Bhatia,32.3,26.34,17.82,27.43,25.51,10,25,36,9.87,None,Progress Payment,2020-08-14,2025-10-10,No,24.8285,High Risk
VEN01546,Premier Creations & Partners,Electrical Works,Rajkot,Naveen Tiwari,72.14,67.52,65.95,63.92,66.83,10,28,184,71.8,None,Letter of Credit,2007-02-04,2025-11-06,No,63.739999999999995,High Risk
VEN01547,Quantum Rourkela Corporation LLP,Carpentry & Woodwork,Raipur,Sachin Iyer,63.47,50.58,48.64,60.26,48.21,8,9,22,17.79,None,Net 45 days,2025-05-13,2025-09-13,No,52.163,High Risk
VEN01548,Saharanpur Developers & Partners,Fire Safety,Ujjain,Gaurav Nair,77.29,76.03,71.68,74.44,69.06,4,9,169,66.97,ISO 9001,Net 60 days,2017-08-03,2025-10-29,No,70.3275,High Risk
VEN01549,Allahabad Logistics & Partners,Gas Distribution,Dhanbad,Pankaj Sinha,93.92,99.13,93.8,96.34,97.39,0,18,1584,172.8,"ISO 9001, ISO 14001",Net 60 days,2020-11-05,2025-01-14,No,91.2525,Low Risk
VEN01550,Sri Srinagar Associates & Sons,Carpentry & Woodwork,Allahabad,Suresh Iyer,65.89,59.22,65.92,73.74,66.85,4,24,175,20.88,None,Net 60 days,2007-09-05,2025-02-04,No,62.779999999999994,High Risk
VEN01551,Fusion Platforms & Co,Elevators & Lifts,Maheshtala,Amit Iyer,85.41,83.93,71.32,69.95,84.01,1,6,200,33.18,None,"Advance 20%, Balance 80%",2024-05-09,2025-05-14,No,75.378,Medium Risk
VEN01552,Bhilai Associates Limited,Paints & Coatings,Moradabad,Ravi Mehta,56.78,61.11,51.96,69.17,64.49,8,28,32,15.17,None,Net 90 days,2014-10-30,2025-08-19,No,57.3185,High Risk
VEN01553,Bhavnagar Consultants & Partners,Cement & Concrete,Amritsar,Sandeep Rao,75.13,76.11,66.63,77.27,62.02,0,1,65,66.55,ISO 9001,Progress Payment,2025-04-05,2025-03-10,No,68.756,High Risk
VEN01554,Universal Mysore Contractors Inc,Aerospace Engineering,Amritsar,Sumit Iyer,66.94,76.49,73.83,57.01,58.31,6,7,102,50.25,None,Net 90 days,2021-10-10,2025-07-23,No,62.956,High Risk
VEN01555,Madurai Constructions & Sons,Landscaping,Loni,Naveen Desai,92.9,96.64,97.88,95.95,100.0,0,16,274,336.43,"ISO 9001, ISO 14001, OHSAS 18001",Net 45 days,2022-05-08,2025-02-04,No,91.425,Low Risk
VEN01556,National Logistics LLP,Automotive Components,Visakhapatnam,Prakash Iyer,82.41,80.43,76.86,82.85,83.29,1,30,1970,161.81,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2025-07-14,2025-06-20,No,77.231,Medium Risk
VEN01557,Delta Systems Private Limited,Telecommunication,Jalgaon,Suresh Sinha,68.49,58.04,56.26,64.21,56.48,2,15,155,28.45,None,Net 90 days,2013-11-15,2025-01-12,No,58.3835,High Risk
VEN01558,Alpha Meerut Exports Pvt Ltd,Railway Infrastructure,Varanasi,Ashok Agarwal,59.18,73.51,61.49,60.61,68.49,6,29,87,65.82,None,Net 30 days,2004-06-10,2025-09-05,No,60.816,High Risk
VEN01559,Apex Enterprises & Partners,Dam Engineering,Firozabad,Vijay Pandey,66.38,76.04,62.9,71.1,71.64,5,20,148,84.58,ISO 14001,"Advance 20%, Balance 80%",2019-12-12,2025-11-17,No,65.954,High Risk
VEN01560,Momentum Durgapur Technologies Pvt Ltd,Petroleum Infrastructure,Meerut,Naveen Sinha,94.98,91.31,98.4,94.69,95.5,2,25,210,105.89,"ISO 9001, OHSAS 18001","Advance 20%, Balance 80%",2024-03-30,2025-10-03,No,89.93,Low Risk
VEN01561,Summit Technologies LLP,Bridge Engineering,Asansol,Kiran Malhotra,86.14,96.01,96.16,80.97,90.06,2,4,1745,208.95,"ISO 9001, ISO 14001, OHSAS 18001",Net 45 days,2022-02-09,2025-04-15,No,84.76400000000001,Medium Risk
VEN01562,Universal Industries Limited,Telecommunication,Kota,Ravi Patel,62.99,68.74,66.91,76.19,73.53,5,2,197,86.89,ISO 14001,"Advance 20%, Balance 80%",2025-08-01,2025-11-10,No,65.5495,High Risk
VEN01563,Quality Fabricators Pvt Ltd,Mining Equipment,Nellore,Vijay Sharma,47.32,51.6,39.81,46.97,45.23,20,20,33,17.81,None,Net 45 days,2012-10-10,2025-03-14,No,43.3,High Risk
VEN01564,Dynamic Jodhpur Innovations & Sons,Security Systems,Srinagar,Rahul Nair,49.84,58.81,42.69,50.55,41.49,13,28,13,12.15,None,Net 45 days,2021-07-09,2025-03-25,No,46.309000000000005,High Risk
VEN01565,Paramount Gulbarga Associates & Associates,Carpentry & Woodwork,Maheshtala,Manoj Rao,45.09,61.73,42.22,49.4,56.68,24,11,24,5.97,None,Letter of Credit,2020-04-23,2025-04-20,No,47.1335,High Risk
VEN01566,Shree Mangalore Traders & Co,Glass & Glazing,Amravati,Dinesh Chopra,79.29,77.13,72.6,65.11,67.49,3,23,94,13.7,ISO 9001,"Advance 20%, Balance 80%",2024-09-26,2025-04-25,No,69.13399999999999,High Risk
VEN01567,Galaxy Kota Consultants LLP,Tunnel Construction,Guwahati,Ajay Agarwal,72.18,76.26,75.3,70.96,77.54,2,15,135,66.48,ISO 14001,Letter of Credit,2019-11-06,2025-06-01,No,70.31500000000001,High Risk
VEN01568,Guwahati Contractors Private Limited,Telecommunication,Visakhapatnam,Ravi Agarwal,90.71,91.92,82.89,88.46,88.77,0,16,227,369.81,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2019-07-25,2025-03-03,No,84.5025,Medium Risk
VEN01569,Premier Networks 866 & Co,Solar Energy,Indore,Gaurav Desai,81.94,83.24,90.02,78.37,81.77,4,8,803,455.74,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2021-02-07,2025-04-24,No,78.3755,Medium Risk
VEN01570,Summit Contractors Private Limited,Mechanical Engineering,Vadodara,Arjun Iyer,79.52,86.64,88.83,86.83,88.93,5,21,513,174.34,"ISO 9001, ISO 14001",Net 60 days,2007-07-26,2025-11-13,No,80.988,Medium Risk
VEN01571,Paramount Madurai Holdings LLP,Automotive Components,Howrah,Nitin Nair,71.32,73.18,70.74,73.87,63.19,10,22,74,28.32,None,Letter of Credit,2008-02-14,2025-04-05,No,66.8295,High Risk
VEN01572,Matrix Group Pvt Ltd,Chemical Engineering,Nanded,Nitin Kumar,87.54,78.73,84.93,89.73,82.95,0,16,281,216.75,ISO 9001,Progress Payment,2022-05-19,2025-10-22,No,80.759,Medium Risk
VEN01573,Stellar Services LLP,Elevators & Lifts,Hubli-Dharwad,Suresh Bhatia,54.77,67.0,54.12,64.91,72.67,10,17,159,41.52,ISO 14001,Net 60 days,2023-12-19,2025-11-21,No,58.592999999999996,High Risk
VEN01574,Asansol Infrastructure Private Limited,Construction & Infrastructure,Indore,Rohan Mehta,73.83,69.79,80.6,80.24,81.0,5,7,166,49.01,None,Progress Payment,2025-06-17,2025-09-05,No,72.4535,High Risk
VEN01575,Cuttack Holdings & Partners,Waste Management,Noida,Kiran Sinha,22.16,12.53,15.11,34.77,19.69,8,25,31,15.69,None,Net 60 days,2006-07-19,2025-05-16,Yes,19.82,High Risk
VEN01576,Tirunelveli Constructions Inc,Pharmaceutical Infrastructure,Varanasi,Mukesh Agarwal,56.33,67.92,61.3,62.21,55.58,8,10,90,86.34,None,"Advance 20%, Balance 80%",2023-01-18,2025-04-15,No,57.240500000000004,High Risk
VEN01577,Udaipur Creations Ltd,Telecommunication,Jalgaon,Abhishek Bhatia,64.54,71.39,62.24,57.55,69.55,9,15,97,34.54,None,Net 90 days,2013-03-26,2025-09-13,No,61.241499999999995,High Risk
VEN01578,Pegasus Infrastructure 264 & Co,Carpentry & Woodwork,Hubli-Dharwad,Ravi Chopra,56.53,61.23,70.85,62.76,67.76,5,20,91,10.92,None,Letter of Credit,2022-07-07,2025-01-22,No,59.472,High Risk
VEN01579,Omega Systems & Associates,Wind Energy,Navi Mumbai,Sachin Shankar,89.25,96.28,82.89,96.73,83.86,0,19,1700,405.8,"ISO 14001, OHSAS 18001",Net 90 days,2011-06-17,2025-09-30,No,85.927,Low Risk
VEN01580,Prime Solutions Pvt Ltd,Waste Management,Rajkot,Sanjay Iyer,61.89,68.57,75.08,64.9,69.1,2,23,153,96.73,None,Net 30 days,2003-09-13,2025-03-27,No,63.69349999999999,High Risk
VEN01581,Quality Jodhpur Engineering Limited,Plumbing & Sanitation,Hubli-Dharwad,Pankaj Pandey,72.31,72.6,75.09,66.71,75.3,10,13,163,70.93,None,Letter of Credit,2018-01-11,2025-06-19,No,67.99799999999999,High Risk
VEN01582,Mysore Innovations & Partners,Solar Energy,Jamnagar,Gaurav Joshi,68.45,82.53,81.48,66.48,63.9,3,4,85,96.59,None,Letter of Credit,2023-12-12,2025-09-01,No,68.57149999999999,High Risk
VEN01583,Elite Kolkata Builders & Co,Security Systems,Vadodara,Manoj Pandey,65.32,58.2,63.58,57.22,62.72,3,19,155,41.28,None,Net 90 days,2011-03-12,2025-11-27,No,58.209,High Risk
VEN01584,Atlas Nagpur Services LLP,Food Processing,Gwalior,Pankaj Sharma,78.54,77.01,75.42,72.95,68.78,9,29,128,46.97,ISO 9001,"Advance 20%, Balance 80%",2017-08-02,2025-04-02,No,70.807,High Risk
VEN01585,Excellence Suppliers Ltd,Industrial Automation,Rajkot,Ravi Kapoor,98.22,96.46,94.08,98.73,96.39,1,2,178,213.63,None,Letter of Credit,2024-08-25,2025-01-07,No,92.11350000000002,Low Risk
VEN01586,Stellar Udaipur Ventures & Sons,Electrical Works,Kolhapur,Amit Rao,70.69,63.65,69.03,58.54,58.88,6,7,101,91.32,None,Net 60 days,2020-04-15,2025-08-31,No,60.997,High Risk
VEN01587,Atlas Corporation & Partners,Cement & Concrete,Ambattur,Rohan Singh,73.17,85.01,87.35,88.65,74.73,4,19,1033,179.38,ISO 14001,Net 60 days,2021-06-05,2025-04-17,No,77.1365,Medium Risk
VEN01588,Global Imports Ltd,Civil Engineering,Aurangabad,Manoj Bhatia,83.75,73.82,77.75,76.57,84.64,1,8,71,46.15,"ISO 9001, ISO 14001",Net 90 days,2022-02-16,2025-03-22,No,75.324,Medium Risk
VEN01589,Dhanbad Associates & Sons,Heavy Equipment,Jodhpur,Ajay Gupta,94.47,90.95,86.65,94.43,92.12,0,15,1582,191.34,ISO 14001,Net 30 days,2016-02-23,2025-03-02,No,87.509,Low Risk
VEN01590,Stellar Constructions & Sons,Chemical Engineering,Jaipur,Anil Verma,98.72,94.76,97.11,92.25,92.03,0,12,1737,408.08,"ISO 9001, OHSAS 18001",Letter of Credit,2020-09-30,2025-11-30,No,90.453,Low Risk
VEN01591,Urban Jamshedpur Contractors Limited,Landscaping,Jammu,Pankaj Patel,47.31,37.3,46.57,43.08,39.44,8,23,38,5.32,None,Net 90 days,2019-04-21,2025-07-23,No,40.405,High Risk
VEN01592,Matrix Malegaon Group & Sons,Petroleum Infrastructure,Ajmer,Ajay Tiwari,78.88,72.22,81.04,77.78,68.38,5,10,159,55.4,ISO 9001,Net 45 days,2024-10-31,2025-11-13,No,71.88300000000001,High Risk
VEN01593,Ranchi Developers & Sons,Tile & Marble,Belgaum,Vijay Malhotra,16.0,18.33,30.12,19.91,17.94,19,23,8,1.06,None,Net 60 days,2013-04-18,2025-10-08,Yes,17.907,High Risk
VEN01594,Bhubaneswar Platforms & Partners,Chemical Engineering,Chennai,Arjun Singh,69.48,55.54,51.38,66.53,56.97,4,18,194,85.12,None,Letter of Credit,2020-11-30,2025-08-22,No,57.836499999999994,High Risk
VEN01595,India Associates Inc,Marine Engineering,Jamshedpur,Rahul Khanna,73.81,82.89,81.12,85.05,88.71,4,8,162,393.56,None,Net 60 days,2025-04-18,2025-06-14,No,77.315,Medium Risk
VEN01596,Excellence Developers Limited,Power Transmission,Udaipur,Prakash Malhotra,62.81,70.93,58.55,63.9,51.59,6,24,96,13.88,None,Letter of Credit,2010-03-22,2025-01-20,No,58.889500000000005,High Risk
VEN01597,Royal Tirunelveli Engineering Limited,Cement & Concrete,Meerut,Rohan Khanna,99.38,93.8,93.66,95.74,93.89,0,16,1201,446.33,"ISO 9001, OHSAS 18001","Advance 20%, Balance 80%",2021-11-06,2025-04-22,No,90.88550000000001,Low Risk
VEN01598,Bareilly Constructions Ltd,Wind Energy,Ajmer,Sachin Tiwari,62.13,61.16,68.21,65.7,51.44,5,14,20,62.89,None,Letter of Credit,2024-05-30,2025-02-10,No,58.602,High Risk
VEN01599,Omega Infrastructure & Partners,HVAC Systems,Pune,Vikram Mehta,26.68,19.53,15.22,42.36,38.56,21,15,34,16.64,None,"Advance 20%, Balance 80%",2014-10-26,2025-11-13,No,26.064999999999998,High Risk
VEN01600,Prime Fabricators & Associates,Pipeline Installation,Nagpur,Rahul Chopra,88.43,85.66,82.48,83.01,91.49,3,7,1401,193.07,ISO 9001,Letter of Credit,2019-08-17,2025-10-12,No,81.787,Medium Risk
VEN01601,Vadodara Builders & Sons,Mining Equipment,Bhopal,Ravi Nair,90.65,88.08,90.79,86.33,83.49,2,26,1472,324.42,ISO 9001,Net 60 days,2006-11-25,2025-04-13,No,83.58650000000002,Medium Risk
VEN01602,Atlas Corporation LLP,Port Development,Bhopal,Deepak Tiwari,81.37,84.37,92.86,85.16,86.89,1,28,1357,467.83,"ISO 9001, ISO 14001, OHSAS 18001",Net 45 days,2012-03-03,2025-08-20,No,81.16100000000002,Medium Risk
VEN01603,Summit Rourkela Systems Limited,Tunnel Construction,Guntur,Sandeep Verma,91.3,87.61,78.81,83.9,81.89,2,19,352,116.92,ISO 9001,Net 45 days,2016-07-06,2025-02-12,No,81.132,Medium Risk
VEN01604,Guwahati Services Pvt Ltd,Automotive Components,Kalyan-Dombivali,Anil Malhotra,61.03,63.12,64.56,59.35,72.65,9,12,79,31.19,ISO 14001,Net 45 days,2021-12-12,2025-05-06,No,59.883,High Risk
VEN01605,Prime Consultants & Co,Paints & Coatings,Maheshtala,Abhishek Joshi,71.72,71.26,78.19,79.37,71.89,5,12,51,50.69,ISO 14001,"Advance 20%, Balance 80%",2022-03-26,2025-10-04,No,70.318,High Risk
VEN01606,Lucknow Associates & Partners,Marine Engineering,Amravati,Gaurav Rao,34.02,43.78,44.61,47.62,38.7,25,21,8,7.01,None,Letter of Credit,2015-02-13,2025-03-30,No,38.0315,High Risk
VEN01607,Premier Contractors LLP,Mechanical Engineering,Jaipur,Deepak Pandey,76.33,76.82,79.27,82.36,72.32,2,16,110,12.85,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2015-08-20,2025-09-19,No,73.55700000000002,High Risk
VEN01608,Alpha Chennai Manufacturers LLP,IT Infrastructure,Solapur,Rohan Khanna,67.61,76.12,67.83,75.42,72.02,3,29,137,97.88,ISO 14001,Net 30 days,2001-11-05,2025-06-30,No,68.038,High Risk
VEN01609,Nova Traders & Co,Building Materials,Dehradun,Ramesh Joshi,65.18,51.16,53.76,60.58,65.82,9,9,179,27.37,None,Net 30 days,2022-10-25,2025-02-12,No,56.129999999999995,High Risk
VEN01610,National Logistics Inc,Chemical Engineering,Jaipur,Ankit Bhatia,42.55,62.85,58.13,60.53,53.9,16,15,25,4.99,None,Net 30 days,2019-01-22,2025-03-26,No,51.318000000000005,High Risk
VEN01611,India Engineering & Partners,Glass & Glazing,Chennai,Prakash Reddy,82.83,86.47,85.93,77.12,87.47,5,6,887,134.32,ISO 9001,Net 45 days,2022-04-24,2025-07-16,No,79.18549999999999,Medium Risk
VEN01612,Elite Enterprises LLP,Gas Distribution,Madurai,Ashok Shankar,62.62,64.74,65.43,69.54,76.94,9,8,190,36.56,None,Net 60 days,2021-08-23,2025-11-07,No,63.4165,High Risk
VEN01613,Sigma Jhansi Builders Pvt Ltd,Mining Equipment,Aligarh,Vikram Malhotra,61.63,39.22,51.86,56.56,40.58,11,11,13,2.42,None,Net 45 days,2018-11-05,2025-10-26,No,47.87950000000001,High Risk
VEN01614,Supreme Solutions & Co,Elevators & Lifts,Akola,Rahul Iyer,76.18,82.43,73.34,71.99,81.22,4,24,105,34.28,ISO 14001,Progress Payment,2006-06-09,2025-05-22,No,72.913,High Risk
VEN01615,Prime Group & Sons,Landscaping,Asansol,Anil Rao,62.34,54.48,51.78,55.94,57.24,20,18,15,11.75,None,Progress Payment,2010-02-24,2025-06-23,No,53.022000000000006,High Risk
VEN01616,Stellar Agra Solutions Private Limited,Automotive Components,Dehradun,Sandeep Sinha,62.31,70.76,71.26,69.18,64.91,6,1,41,29.48,None,Progress Payment,2025-03-21,2025-06-06,No,63.69100000000001,High Risk
VEN01617,Nova Systems LLP,Roofing,Ranchi,Kiran Desai,69.01,69.68,78.45,68.81,71.91,0,5,33,65.74,ISO 14001,"Advance 20%, Balance 80%",2024-03-29,2025-07-04,No,67.50450000000001,High Risk
VEN01618,Nexus Projects Limited,Building Materials,Jaipur,Arjun Khanna,80.18,88.78,85.5,88.88,93.38,0,30,952,190.48,ISO 14001,Progress Payment,2011-11-18,2025-09-02,No,82.409,Medium Risk
VEN01619,Omega Innovations Pvt Ltd,Tile & Marble,Nagpur,Rahul Mehta,89.52,89.17,92.17,96.92,95.82,0,10,474,294.41,"ISO 9001, ISO 14001, OHSAS 18001",Net 45 days,2024-04-13,2025-08-02,No,87.7965,Low Risk
VEN01620,Sigma Imports Private Limited,Civil Engineering,Maheshtala,Kiran Kumar,39.07,39.98,37.38,15.72,27.06,19,26,7,16.46,None,Net 45 days,2004-09-02,2025-05-25,No,29.623499999999996,High Risk
VEN01621,Jamnagar Innovations Limited,Civil Engineering,Gaya,Abhishek Sinha,76.76,80.8,68.64,82.02,76.61,3,16,54,16.75,ISO 9001,Net 45 days,2019-05-22,2025-11-12,No,73.3915,High Risk
